;DENV46/1;DENV46/182;DENV73/1;DENV73/182
y184;0.28669;0.48279;0.23149;0.48279
y185;0.22766;0.34533;0.19388;0.34533
y186;0.26360;0.22527;0.25377;0.22527
y187;0.31745;0.33744;0.22654;0.33744
y188;0.25257;0.44368;0.29674;0.44368
y189;0.25194;0.33029;0.26088;0.33029
y190;0.28150;0.44571;0.39823;0.44571
y191;0.24725;0.42825;0.21966;0.42825
y192;0.23546;0.25299;0.25040;0.25299
y193;0.16388;0.17202;0.19731;0.17202
y194;0.24613;0.28187;0.23985;0.28187
y195;0.39767;0.47971;0.39397;0.47971
y196;0.26007;0.44836;0.24425;0.44836
y197;0.28162;0.48679;0.28756;0.48679
y198;0.24280;0.49207;0.24141;0.49207
y199;0.26076;0.51086;0.28920;0.51086
y200;0.34167;0.38292;0.33621;0.38292
y201;0.29045;0.54040;0.22316;0.54040
y202;0.22162;0.34082;0.39372;0.34082
y203;0.32894;0.46093;0.23371;0.46093
y204;0.33041;0.40412;0.34977;0.40412
y205;0.25303;0.33827;0.20007;0.33827
y206;0.25043;0.36017;0.26824;0.36017
y207;0.25664;0.30953;0.23648;0.30953
y208;0.22499;0.37510;0.30569;0.37510
y209;0.21255;0.27362;0.21726;0.27362
y210;0.26564;0.32229;0.18032;0.32229
y211;0.20375;0.32962;0.21019;0.32962
y212;0.21247;0.31925;0.25093;0.31925
y213;0.27153;0.26644;0.26269;0.26644
y214;0.23637;0.34468;0.22378;0.34468
y215;0.30541;0.46932;0.24594;0.46932
y216;0.23915;0.35754;0.22271;0.35754
y217;0.22109;0.49199;0.24441;0.49199
y218;0.23175;0.26046;0.23858;0.26046
y219;0.21625;0.36049;0.26173;0.36049
y220;0.24317;0.33595;0.24459;0.33595
y221;0.21941;0.33289;0.27653;0.33289
y222;0.28787;0.34204;0.25550;0.34204
y223;0.24976;0.33207;0.32388;0.33207
y224;0.20022;0.21840;0.25407;0.21840
y225;0.26264;0.26612;0.32976;0.26612
y226;0.23903;0.30965;0.20382;0.30965
y227;0.24587;0.23361;0.23762;0.23361
y228;0.28493;0.43069;0.28347;0.43069
y229;0.24714;0.29271;0.20912;0.29271
y230;0.24579;0.39264;0.29930;0.39264
y231;0.23244;0.35987;0.25540;0.35987
y232;0.24700;0.27651;0.23326;0.27651
y233;0.31984;0.48904;0.24894;0.48904
y234;0.29311;0.34352;0.27690;0.34352
y235;0.34559;0.41994;0.38724;0.41994
y236;0.25248;0.26340;0.21214;0.26340
y237;0.24495;0.27284;0.23631;0.27284
y238;0.27568;0.24986;0.25043;0.24986
y239;0.22594;0.28698;0.22014;0.28698
y240;0.27781;0.44212;0.27496;0.44212
y241;0.34663;0.44644;0.30338;0.44644
y242;0.25740;0.46215;0.20701;0.46215
y243;0.24646;0.29257;0.22984;0.29257
y244;0.32294;0.44363;0.22836;0.44363
y245;0.29602;0.33288;0.23396;0.33288
y246;0.26198;0.43109;0.27193;0.43109
y247;0.17658;0.25428;0.22065;0.25428
y248;0.19991;0.32645;0.29991;0.32645
y249;0.25003;0.38972;0.26030;0.38972
y250;0.25737;0.40034;0.21673;0.40034
y251;0.24021;0.33505;0.24072;0.33505
y252;0.39004;0.60537;0.33742;0.60537
y253;0.23648;0.50593;0.21554;0.50593
y254;0.29280;0.30054;0.35629;0.30054
y255;0.19592;0.35299;0.30415;0.35299
y256;0.28245;0.44417;0.39984;0.44417
y257;0.19708;0.59293;0.24353;0.59293
y258;0.29562;0.29934;0.24770;0.29934
y259;0.21339;0.25979;0.21495;0.25979
y260;0.23784;0.26892;0.23035;0.26892
y261;0.24367;0.27406;0.22468;0.27406
y262;0.24746;0.47867;0.23396;0.47867
y263;0.39470;0.38422;0.35054;0.38422
y264;0.24566;0.25112;0.22791;0.25112
y265;0.31730;0.37534;0.32467;0.37534
y266;0.33237;0.58077;0.39928;0.58077
y267;0.22884;0.27359;0.20232;0.27359
y268;0.32823;0.44223;0.33761;0.44223
y269;0.24499;0.44046;0.19042;0.44046
y270;0.23544;0.29364;0.24174;0.29364
y271;0.28159;0.43175;0.28376;0.43175
y272;0.21456;0.65452;0.22098;0.65452
y273;0.21133;0.52452;0.20919;0.52452
y274;0.19676;0.36258;0.27538;0.36258
y275;0.22731;0.33644;0.27217;0.33644
y276;0.28104;0.46090;0.22840;0.46090
y277;0.25273;0.26180;0.27494;0.26180
y278;0.23477;0.38018;0.19066;0.38018
y279;0.21719;0.46076;0.20058;0.46076
y280;0.21488;0.29944;0.25151;0.29944
y281;0.25119;0.30013;0.28968;0.30013
y282;0.32939;0.40692;0.42372;0.40692
y283;0.25522;0.20269;0.24471;0.20269
y284;0.22684;0.23410;0.23714;0.23410
y285;0.25352;0.29096;0.25272;0.29096
y286;0.23911;0.25969;0.20146;0.25969
y287;0.32772;0.34269;0.32058;0.34269
y288;0.20813;0.33466;0.22442;0.33466
y289;0.26261;0.33005;0.23969;0.33005
y290;0.28740;0.40034;0.21673;0.40034
y291;0.18749;0.30320;0.25217;0.30320
y292;0.24752;0.32985;0.20778;0.32985
y293;0.21882;0.25291;0.24004;0.25291
y294;0.20143;0.28588;0.22245;0.28588
y295;0.25166;0.29081;0.27198;0.29081
y296;0.21364;0.26435;0.22116;0.26435
y297;0.22715;0.36543;0.27582;0.36543
y298;0.22388;0.40480;0.27196;0.40480
y299;0.24388;0.22660;0.21224;0.22660
y300;0.20663;0.16411;0.20782;0.16411
y301;0.27585;0.37748;0.24305;0.37748
y302;0.29378;0.47827;0.21406;0.47827
y303;0.23639;0.27409;0.23882;0.27409
y304;0.27793;0.28849;0.26820;0.28849
y305;0.22328;0.26358;0.27244;0.26358
y306;0.23368;0.54007;0.26427;0.54007
y307;0.25073;0.30739;0.23973;0.30739
y308;0.14664;0.21826;0.17196;0.21826
y309;0.24062;0.30011;0.24163;0.30011
y310;0.24302;0.36791;0.26486;0.36791
y311;0.25653;0.45839;0.25953;0.45839
y312;0.25373;0.34103;0.21396;0.34103
y313;0.21051;0.46184;0.31038;0.46184
y314;0.24655;0.38743;0.30160;0.38743
y315;0.23131;0.32631;0.33057;0.32631
y316;0.25063;0.33864;0.25135;0.33864
y317;0.24825;0.31876;0.25345;0.31876
y318;0.23311;0.26946;0.39950;0.26946
y319;0.25877;0.31337;0.23213;0.31337
y320;0.22344;0.32142;0.25121;0.32142
y321;0.20212;0.30640;0.24464;0.30640
y322;0.26693;0.24146;0.23855;0.24146
y323;0.38673;0.58329;0.45584;0.58329
y324;0.20333;0.22086;0.21883;0.22086
y325;0.23265;0.23423;0.25621;0.23423
y326;0.24948;0.42238;0.24988;0.42238
y327;0.22754;0.38948;0.26475;0.38948
y328;0.30785;0.39649;0.27408;0.39649
y329;0.38383;0.43532;0.29022;0.43532
y330;0.23333;0.22493;0.23067;0.22493
y331;0.29364;0.26047;0.29455;0.26047
y332;0.25436;0.28706;0.24753;0.28706
y333;0.22703;0.40555;0.24938;0.40555
y334;0.22522;0.21034;0.16974;0.21034
y335;0.23832;0.31087;0.26482;0.31087
y336;0.19121;0.15607;0.18575;0.15607
y337;0.23293;0.30957;0.22500;0.30957
y338;0.22082;0.55962;0.35467;0.55962
y339;0.31951;0.27631;0.21993;0.27631
y340;0.23284;0.45263;0.24562;0.45263
y341;0.28903;0.40163;0.36110;0.40163
y342;0.22222;0.49129;0.24334;0.49129
y343;0.26499;0.50785;0.37706;0.50785
y344;0.22202;0.42142;0.24306;0.42142
y345;0.26265;0.37715;0.23935;0.37715
y346;0.25202;0.52546;0.24066;0.52546
y347;0.26920;0.25731;0.21228;0.25731
y348;0.27288;0.27432;0.22260;0.27432
y349;0.23124;0.29356;0.33469;0.29356
y350;0.19490;0.57613;0.23400;0.57613
y351;0.25144;0.44469;0.20522;0.44469
y352;0.21741;0.24979;0.35151;0.24979
y353;0.25827;0.23967;0.25574;0.23967
y354;0.25223;0.41853;0.21666;0.41853
y355;0.34656;0.51552;0.26436;0.51552
y356;0.22561;0.40311;0.23250;0.40311
y357;0.29717;0.44357;0.26507;0.44357
y358;0.22258;0.20065;0.22041;0.20065
y359;0.26351;0.31266;0.23342;0.31266
y360;0.30224;0.50863;0.30395;0.50863
y361;0.22394;0.57478;0.26843;0.57478
y362;0.24870;0.37149;0.23620;0.37149
y363;0.29293;0.42664;0.28486;0.42664
y364;0.21386;0.26762;0.24007;0.26762
y365;0.23746;0.48011;0.26102;0.48011
y366;0.25171;0.25848;0.29887;0.25848
y367;0.23065;0.23090;0.24500;0.23090
y368;0.30988;0.56577;0.25482;0.56577
y369;0.23751;0.32672;0.23933;0.32672
y370;0.30165;0.51485;0.25538;0.51485
y371;0.26137;0.27942;0.18425;0.27942
y372;0.26579;0.26083;0.24443;0.26083
y373;0.25995;0.30389;0.29607;0.30389
y374;0.22788;0.28804;0.25725;0.28804
y375;0.20122;0.21510;0.23472;0.21510
y376;0.17163;0.07822;0.16036;0.07822
y377;0.24744;0.32578;0.22257;0.32578
y378;0.25642;0.24217;0.26633;0.24217
y379;0.22908;0.32165;0.29791;0.32165
y380;0.26825;0.47511;0.24306;0.47511
y381;0.26353;0.22380;0.27033;0.22380
y382;0.24912;0.50309;0.21122;0.50309
y383;0.23868;0.41451;0.26521;0.41451
y384;0.22177;0.25924;0.29137;0.25924
y385;0.29605;0.37074;0.34433;0.37074
y386;0.28861;0.43175;0.29149;0.43175
y387;0.27787;0.30808;0.26986;0.30808
y388;0.20656;0.23131;0.19137;0.23131
y389;0.22228;0.39046;0.25045;0.39046
y390;0.37541;0.42732;0.32334;0.42732
y391;0.25981;0.36987;0.24879;0.36987
y392;0.23956;0.24587;0.23656;0.24587
y393;0.24747;0.36101;0.25182;0.36101
y394;0.25506;0.30436;0.27651;0.30436
y395;0.34535;0.49518;0.33898;0.49518
y396;0.38869;0.39340;0.41876;0.39340
y397;0.26196;0.24667;0.23272;0.24667
y398;0.24874;0.37467;0.26718;0.37467
y399;0.25113;0.27367;0.28551;0.27367
y400;0.25684;0.23238;0.24953;0.23238
y401;0.28983;0.27522;0.21196;0.27522
y402;0.26530;0.21989;0.26857;0.21989
y403;0.24016;0.31724;0.24320;0.31724
y404;0.22334;0.29398;0.21757;0.29398
y405;0.24283;0.41472;0.25500;0.41472
y406;0.26758;0.39682;0.24215;0.39682
y407;0.27005;0.44778;0.25056;0.44778
y408;0.23169;0.23890;0.22644;0.23890
y409;0.20374;0.23516;0.20470;0.23516
y410;0.27667;0.42716;0.26576;0.42716
y411;0.26060;0.33669;0.23960;0.33669
y412;0.24788;0.31033;0.28799;0.31033
y413;0.22686;0.27456;0.28778;0.27456
y414;0.19942;0.32967;0.23407;0.32967
y415;0.27196;0.30746;0.28882;0.30746
y416;0.20516;0.21799;0.21750;0.21799
y417;0.19541;0.44512;0.31644;0.44512
y418;0.18542;0.20720;0.20064;0.20720
y419;0.24563;0.28286;0.23492;0.28286
y420;0.25957;0.28382;0.23703;0.28382
y421;0.21591;0.32731;0.24680;0.32731
y422;0.24183;0.21641;0.20733;0.21641
y423;0.22212;0.36757;0.23766;0.36757
y424;0.25792;0.30581;0.28452;0.30581
y425;0.20280;0.27979;0.28883;0.27979
y426;0.24139;0.30694;0.27772;0.30694
y427;0.24649;0.39117;0.22245;0.39117
y428;0.27612;0.40115;0.23510;0.40115
y429;0.24615;0.39747;0.32028;0.39747
y430;0.20897;0.43959;0.26494;0.43959
y431;0.25091;0.29243;0.28509;0.29243
y432;0.22980;0.38732;0.28351;0.38732
y433;0.33940;0.63048;0.34321;0.63048
y434;0.24769;0.42070;0.27684;0.42070
y435;0.30380;0.32060;0.20853;0.32060
y436;0.34897;0.32293;0.23096;0.32293
y437;0.24169;0.31712;0.20891;0.31712
y438;0.29217;0.30567;0.23266;0.30567
y439;0.19892;0.30849;0.22431;0.30849
y440;0.18794;0.25801;0.20823;0.25801
y441;0.26650;0.27085;0.29900;0.27085
y442;0.22070;0.26108;0.21352;0.26108
y443;0.22814;0.28255;0.27443;0.28255
y444;0.28292;0.33452;0.28429;0.33452
y445;0.22449;0.40588;0.28420;0.40588
y446;0.21802;0.47824;0.20693;0.47824
y447;0.26537;0.23983;0.21345;0.23983
y448;0.21994;0.33531;0.25432;0.33531
y449;0.29683;0.26396;0.25142;0.26396
y450;0.24703;0.42038;0.27743;0.42038
y451;0.24601;0.26816;0.27293;0.26816
y452;0.25157;0.48302;0.23414;0.48302
y453;0.24460;0.23474;0.25677;0.23474
y454;0.30977;0.32571;0.30056;0.32571
y455;0.22642;0.27582;0.31500;0.27582
y456;0.19562;0.30524;0.25935;0.30524
y457;0.35510;0.46665;0.36701;0.46665
y458;0.24729;0.52119;0.22376;0.52119
y459;0.23230;0.31567;0.27504;0.31567
y460;0.27435;0.50590;0.25648;0.50590
y461;0.20975;0.43734;0.24319;0.43734
y462;0.25246;0.31546;0.27761;0.31546
y463;0.31571;0.49372;0.20314;0.49372
y464;0.25385;0.26577;0.27469;0.26577
y465;0.23733;0.49331;0.27697;0.49331
y466;0.25930;0.35829;0.27632;0.35829
y467;0.29860;0.25637;0.22399;0.25637
y468;0.23167;0.26062;0.25282;0.26062
y469;0.20290;0.14836;0.17258;0.14836
y470;0.22368;0.46933;0.25524;0.46933
y471;0.26296;0.34725;0.26496;0.34725
y472;0.21957;0.26699;0.28293;0.26699
y473;0.16959;0.13858;0.15055;0.13858
y474;0.22938;0.39139;0.25328;0.39139
y475;0.31428;0.32287;0.25772;0.32287
y476;0.27019;0.32242;0.24653;0.32242
y477;0.27662;0.27592;0.27176;0.27592
y478;0.30471;0.46438;0.25551;0.46438
y479;0.20380;0.30057;0.24635;0.30057
y480;0.23600;0.37415;0.22988;0.37415
y481;0.22843;0.39812;0.24039;0.39812
y482;0.23753;0.50955;0.20627;0.50955
y483;0.24366;0.33615;0.25801;0.33615
y484;0.26601;0.29614;0.31161;0.29614
y485;0.22772;0.32400;0.26357;0.32400
y486;0.43571;0.46322;0.39550;0.46322
y487;0.24776;0.26866;0.23595;0.26866
y488;0.24317;0.24389;0.29041;0.24389
y489;0.24045;0.43445;0.24021;0.43445
y490;0.26746;0.27651;0.25131;0.27651
y491;0.19978;0.30386;0.26988;0.30386
y492;0.17376;0.19220;0.19510;0.19220
y493;0.22694;0.35928;0.27106;0.35928
y494;0.34874;0.38010;0.33993;0.38010
y495;0.32512;0.30231;0.28767;0.30231
y496;0.27486;0.42938;0.28236;0.42938
y497;0.24229;0.28937;0.20390;0.28937
y498;0.18366;0.16671;0.18443;0.16671
y499;0.22112;0.27800;0.25766;0.27800
y500;0.30053;0.51329;0.25757;0.51329
y501;0.27574;0.20350;0.22256;0.20350
y502;0.21808;0.51756;0.24049;0.51756
y503;0.26490;0.41894;0.27428;0.41894
y504;0.25078;0.47945;0.23076;0.47945
y505;0.30470;0.45335;0.28786;0.45335
y506;0.22906;0.24676;0.25700;0.24676
y507;0.22102;0.40202;0.19317;0.40202
y508;0.29777;0.42363;0.24709;0.42363
y509;0.25071;0.28754;0.24329;0.28754
y510;0.27784;0.24638;0.20080;0.24638
y511;0.24668;0.31428;0.27979;0.31428
y512;0.20017;0.19287;0.15284;0.19287
y513;0.24730;0.31494;0.27338;0.31494
y514;0.20273;0.25082;0.22072;0.25082
y515;0.23988;0.28974;0.27090;0.28974
y516;0.16309;0.21097;0.17779;0.21097
y517;0.26656;0.30146;0.32405;0.30146
y518;0.28237;0.51684;0.23746;0.51684
y519;0.24890;0.27091;0.23438;0.27091
y520;0.21998;0.37731;0.22017;0.37731
y521;0.21811;0.47954;0.24115;0.47954
y522;0.22466;0.30504;0.19012;0.30504
y523;0.22876;0.44126;0.24657;0.44126
y524;0.25260;0.30075;0.24364;0.30075
y525;0.25116;0.45327;0.22894;0.45327
y526;0.20413;0.22799;0.22934;0.22799
y527;0.23474;0.28263;0.26292;0.28263
y528;0.21707;0.32835;0.29565;0.32835
y529;0.24563;0.25500;0.18261;0.25500
y530;0.21805;0.19714;0.28764;0.19714
y531;0.21872;0.32053;0.20521;0.32053
y532;0.22048;0.29753;0.23152;0.29753
y533;0.26760;0.30401;0.29571;0.30401
y534;0.38050;0.45334;0.37475;0.45334
y535;0.22688;0.64445;0.34520;0.64445
y536;0.32187;0.53907;0.20862;0.53907
y537;0.24854;0.31923;0.27734;0.31923
y538;0.21337;0.34325;0.22098;0.34325
y539;0.23021;0.23532;0.21284;0.23532
y540;0.26656;0.30856;0.25245;0.30856
y541;0.24014;0.40091;0.20727;0.40091
y542;0.25522;0.25123;0.23301;0.25123
y543;0.27972;0.40851;0.26650;0.40851
y544;0.23300;0.52603;0.31061;0.52603
y545;0.24455;0.31987;0.18633;0.31987
y546;0.22764;0.36776;0.29220;0.36776
y547;0.27883;0.46276;0.20268;0.46276
y548;0.20629;0.32064;0.25847;0.32064
y549;0.23510;0.45157;0.19970;0.45157
y550;0.23398;0.27000;0.21978;0.27000
y551;0.18593;0.16579;0.19815;0.16579
y552;0.24356;0.38660;0.23586;0.38660
y553;0.26174;0.32846;0.23209;0.32846
y554;0.25684;0.53663;0.30939;0.53663
y555;0.28953;0.22534;0.22973;0.22534
y556;0.20103;0.43712;0.25672;0.43712
y557;0.22226;0.36309;0.22920;0.36309
y558;0.24166;0.34228;0.25341;0.34228
y559;0.26154;0.48395;0.22112;0.48395
y560;0.26563;0.50375;0.29635;0.50375
y561;0.30195;0.31529;0.26504;0.31529
y562;0.24332;0.43136;0.22976;0.43136
y563;0.25544;0.36052;0.31836;0.36052
y564;0.22925;0.31804;0.25649;0.31804
y565;0.22108;0.32276;0.20826;0.32276
y566;0.23075;0.33936;0.23455;0.33936
y567;0.23853;0.31751;0.27708;0.31751
y568;0.23645;0.23059;0.22592;0.23059
y569;0.21859;0.33759;0.26196;0.33759
y570;0.26163;0.38461;0.23748;0.38461
y571;0.24360;0.21385;0.21144;0.21385
y572;0.21826;0.34211;0.21745;0.34211
y573;0.38116;0.45084;0.31266;0.45084
y574;0.21067;0.48818;0.18273;0.48818
y575;0.30218;0.32230;0.22323;0.32230
y576;0.26286;0.35643;0.25051;0.35643
y577;0.25007;0.44451;0.23668;0.44451
y578;0.27897;0.55468;0.27722;0.55468
y579;0.28844;0.44719;0.18256;0.44719
y580;0.23085;0.55288;0.21221;0.55288
y581;0.26782;0.37945;0.25072;0.37945
y582;0.21286;0.25938;0.31087;0.25938
y583;0.23608;0.31007;0.26966;0.31007
y584;0.32959;0.49051;0.27188;0.49051
y585;0.22881;0.40734;0.23461;0.40734
y586;0.26253;0.48430;0.23175;0.48430
y587;0.18981;0.37098;0.24552;0.37098
y588;0.24301;0.20670;0.26152;0.20670
y589;0.23636;0.40918;0.25457;0.40918
y590;0.25000;0.25428;0.22284;0.25428
y591;0.21756;0.54947;0.22511;0.54947
y592;0.26098;0.29858;0.28194;0.29858
y593;0.19715;0.25224;0.21485;0.25224
y594;0.30552;0.24221;0.22794;0.24221
y595;0.21655;0.24813;0.21075;0.24813
y596;0.24465;0.49168;0.22941;0.49168
y597;0.25938;0.42148;0.20715;0.42148
y598;0.21622;0.27226;0.30942;0.27226
y599;0.26641;0.29631;0.32621;0.29631
y600;0.26664;0.43637;0.26079;0.43637
y601;0.24639;0.32168;0.32991;0.32168
y602;0.25748;0.43486;0.23397;0.43486
y603;0.28895;0.40536;0.36027;0.40536
y604;0.26198;0.27168;0.28822;0.27168
y605;0.34832;0.49620;0.34554;0.49620
y606;0.23696;0.25924;0.21751;0.25924
y607;0.22000;0.57240;0.26460;0.57240
y608;0.21516;0.45609;0.23276;0.45609
y609;0.27258;0.32747;0.27889;0.32747
y610;0.21805;0.24797;0.21793;0.24797
y611;0.27583;0.58421;0.27918;0.58421
y612;0.21788;0.29054;0.24407;0.29054
y613;0.33162;0.36652;0.32420;0.36652
y614;0.22912;0.32413;0.18929;0.32413
y615;0.23867;0.45222;0.24732;0.45222
y616;0.20229;0.27453;0.29307;0.27453
y617;0.25992;0.22125;0.26903;0.22125
y618;0.23896;0.24663;0.34390;0.24663
y619;0.13027;0.13130;0.16889;0.13130
y620;0.18458;0.18067;0.21192;0.18067
y621;0.33076;0.39739;0.30543;0.39739
y622;0.26071;0.40774;0.28859;0.40774
y623;0.26435;0.27672;0.25581;0.27672
y624;0.23186;0.25922;0.21097;0.25922
y625;0.31916;0.48568;0.39808;0.48568
y626;0.24742;0.26752;0.21614;0.26752
y627;0.27061;0.26818;0.35664;0.26818
y628;0.31424;0.38549;0.24689;0.38549
y629;0.20576;0.40843;0.33487;0.40843
y630;0.28638;0.40203;0.22232;0.40203
y631;0.30886;0.47604;0.20408;0.47604
y632;0.24921;0.31453;0.27739;0.31453
y633;0.21163;0.25980;0.19485;0.25980
y634;0.21969;0.21347;0.26803;0.21347
y635;0.25192;0.52452;0.24076;0.52452
y636;0.27617;0.38066;0.33632;0.38066
y637;0.23479;0.35296;0.19943;0.35296
y638;0.21359;0.25495;0.23413;0.25495
y639;0.32836;0.23503;0.28300;0.23503
y640;0.20172;0.28056;0.18258;0.28056
y641;0.24977;0.35886;0.26661;0.35886
y642;0.35001;0.41544;0.36750;0.41544
y643;0.25480;0.35270;0.27936;0.35270
y644;0.25495;0.45018;0.22694;0.45018
y645;0.30508;0.30605;0.33773;0.30605
y646;0.26480;0.26161;0.25372;0.26161
y647;0.25590;0.43036;0.29854;0.43036
y648;0.29064;0.43213;0.28404;0.43213
y649;0.22137;0.25263;0.19279;0.25263
y650;0.23258;0.53244;0.23763;0.53244
y651;0.20159;0.19681;0.25258;0.19681
y652;0.25263;0.44883;0.27247;0.44883
y653;0.32745;0.60578;0.31938;0.60578
y654;0.23662;0.33817;0.27449;0.33817
y655;0.25674;0.26780;0.22641;0.26780
y656;0.23062;0.27177;0.23460;0.27177
y657;0.26830;0.30944;0.27030;0.30944
y658;0.31559;0.36817;0.25416;0.36817
y659;0.26184;0.24774;0.24037;0.24774
y660;0.23202;0.30840;0.23358;0.30840
y661;0.24529;0.32003;0.25491;0.32003
y662;0.17735;0.23623;0.17281;0.23623
y663;0.28564;0.36906;0.23894;0.36906
y664;0.23776;0.52091;0.25697;0.52091
y665;0.22236;0.33277;0.28623;0.33277
y666;0.27711;0.33791;0.23551;0.33791
y667;0.25494;0.52178;0.25124;0.52178
y668;0.24706;0.39000;0.30012;0.39000
y669;0.25812;0.28108;0.29913;0.28108
y670;0.22091;0.47756;0.26818;0.47756
y671;0.22903;0.27117;0.24828;0.27117
y672;0.19136;0.17554;0.15732;0.17554
y673;0.22934;0.33413;0.26727;0.33413
y674;0.22861;0.30505;0.35554;0.30505
y675;0.20219;0.35430;0.22554;0.35430
y676;0.23630;0.31913;0.20112;0.31913
y677;0.27353;0.31687;0.25222;0.31687
y678;0.26864;0.34495;0.23297;0.34495
y679;0.26075;0.40510;0.22878;0.40510
y680;0.25602;0.27315;0.19874;0.27315
y681;0.22289;0.48020;0.23223;0.48020
y682;0.21690;0.26096;0.21272;0.26096
y683;0.20571;0.24692;0.21070;0.24692
y684;0.20408;0.46280;0.26406;0.46280
y685;0.13556;0.21144;0.15910;0.21144
y686;0.25317;0.21409;0.22388;0.21409
y687;0.22159;0.33320;0.22257;0.33320
y688;0.27127;0.33163;0.24213;0.33163
y689;0.27744;0.37243;0.23140;0.37243
y690;0.22963;0.45633;0.33810;0.45633
y691;0.30677;0.43419;0.24543;0.43419
y692;0.18793;0.28993;0.21287;0.28993
y693;0.22343;0.44931;0.24344;0.44931
y694;0.27536;0.30280;0.21405;0.30280
y695;0.22896;0.43908;0.25711;0.43908
y696;0.27111;0.41872;0.25193;0.41872
y697;0.22077;0.45354;0.17244;0.45354
y698;0.19080;0.25432;0.24908;0.25432
y699;0.19689;0.44122;0.39988;0.44122
y700;0.24540;0.29240;0.21360;0.29240
y701;0.24927;0.40933;0.21959;0.40933
y702;0.34424;0.44092;0.36951;0.44092
y703;0.27004;0.20174;0.21294;0.20174
y704;0.26480;0.34828;0.27302;0.34828
y705;0.24322;0.33268;0.26689;0.33268
y706;0.27092;0.30844;0.26826;0.30844
y707;0.21852;0.33638;0.21980;0.33638
y708;0.29758;0.35205;0.24618;0.35205
y709;0.31670;0.41881;0.30993;0.41881
y710;0.21837;0.21345;0.20334;0.21345
y711;0.21671;0.33098;0.27589;0.33098
y712;0.25540;0.27493;0.23204;0.27493
y713;0.31914;0.43174;0.32217;0.43174
y714;0.24811;0.32649;0.24821;0.32649
y715;0.25046;0.23591;0.20846;0.23591
y716;0.20643;0.23166;0.25023;0.23166
y717;0.24856;0.57306;0.21085;0.57306
y718;0.27343;0.23438;0.26426;0.23438
y719;0.25771;0.55039;0.25836;0.55039
y720;0.25283;0.40084;0.19771;0.40084
y721;0.20838;0.31028;0.26530;0.31028
y722;0.21749;0.22223;0.21225;0.22223
y723;0.22212;0.32883;0.26268;0.32883
y724;0.24386;0.39211;0.30014;0.39211
y725;0.41468;0.63384;0.36881;0.63384
y726;0.25528;0.36908;0.27494;0.36908
y727;0.25083;0.26945;0.23137;0.26945
y728;0.27080;0.34601;0.27142;0.34601
y729;0.25867;0.35609;0.24517;0.35609
y730;0.27397;0.39099;0.21454;0.39099
y731;0.27995;0.26268;0.22653;0.26268
y732;0.39535;0.53648;0.31760;0.53648
y733;0.27113;0.45808;0.24563;0.45808
y734;0.24086;0.30799;0.19277;0.30799
y735;0.20957;0.45206;0.24455;0.45206
y736;0.16795;0.16290;0.14434;0.16290
y737;0.23761;0.26105;0.25632;0.26105
y738;0.25015;0.32212;0.30099;0.32212
y739;0.22556;0.33306;0.22275;0.33306
y740;0.25159;0.19374;0.26960;0.19374
y741;0.23061;0.24441;0.25276;0.24441
y742;0.26982;0.23582;0.25478;0.23582
y743;0.21049;0.35005;0.26333;0.35005
y744;0.32635;0.29741;0.29180;0.29741
y745;0.26451;0.24177;0.24832;0.24177
y746;0.28260;0.27739;0.27189;0.27739
y747;0.15160;0.15942;0.15659;0.15942
y748;0.20813;0.31344;0.25411;0.31344
y749;0.24765;0.31424;0.27880;0.31424
y750;0.23870;0.33310;0.25474;0.33310
y751;0.25910;0.39563;0.27677;0.39563
y752;0.21832;0.24978;0.26016;0.24978
y753;0.25462;0.22260;0.23583;0.22260
y754;0.20122;0.36212;0.29931;0.36212
y755;0.26068;0.30629;0.18021;0.30629
y756;0.25885;0.44828;0.26724;0.44828
y757;0.19802;0.35971;0.24607;0.35971
y758;0.22660;0.30731;0.17864;0.30731
y759;0.24880;0.33180;0.23607;0.33180
y760;0.24971;0.33554;0.28338;0.33554
y761;0.21498;0.28110;0.24694;0.28110
y762;0.20654;0.48047;0.20207;0.48047
y763;0.21844;0.29647;0.21858;0.29647
y764;0.36213;0.52906;0.33715;0.52906
y765;0.31244;0.26495;0.21005;0.26495
y766;0.14900;0.18876;0.20203;0.18876
y767;0.25638;0.51772;0.23396;0.51772
y768;0.24605;0.46593;0.22287;0.46593
y769;0.27440;0.39280;0.26804;0.39280
y770;0.20927;0.24648;0.20789;0.24648
y771;0.24260;0.40965;0.24445;0.40965
y772;0.21331;0.25918;0.22228;0.25918
y773;0.22017;0.56943;0.26494;0.56943
y774;0.25912;0.20011;0.19990;0.20011
y775;0.36282;0.42239;0.32562;0.42239
y776;0.29977;0.49708;0.26357;0.49708
y777;0.21534;0.38963;0.27893;0.38963
y778;0.21090;0.31947;0.21863;0.31947
y779;0.19804;0.54241;0.22853;0.54241
y780;0.21525;0.31347;0.32602;0.31347
y781;0.26425;0.33420;0.21258;0.33420
y782;0.21060;0.20477;0.24587;0.20477
y783;0.21439;0.29872;0.18811;0.29872
y784;0.25672;0.49528;0.23908;0.49528
y785;0.26201;0.26808;0.20391;0.26808
y786;0.22912;0.48587;0.27527;0.48587
y787;0.24348;0.31277;0.33559;0.31277
y788;0.28409;0.33493;0.27379;0.33493
y789;0.28240;0.36980;0.22446;0.36980
y790;0.30138;0.36840;0.23417;0.36840
